Spot Mag Potas Thor Uran
66 153 71 94 137 
88 147 69 95 135 
91 142 78 92 132 
51 138 90 88 125 
39 134 104 85 117 
81 131 115 81 110 
76 128 125 77 103 
81 125 134 73 95 
91 123 141 72 90 
95 120 148 73 82 
127 117 150 74 77 
11 150 30 56 43 
45 151 27 58 46 
64 151 27 60 50 
52 152 27 62 51 
66 153 27 65 53 
61 154 25 66 52 
88 155 32 67 48 
181 156 37 68 42 
144 158 37 70 36 
146 159 37 70 36 
105 161 41 65 40 
113 162 44 61 44 
108 164 44 57 44 
52 166 39 57 43 
112 169 37 57 42 
142 172 37 59 42 
151 176 37 60 42 
98 182 39 64 42 
124 191 41 67 42 
105 201 46 67 42 
85 209 46 69 42 
90 215 48 67 44 
129 219 53 62 47 
187 220 55 57 52 
71 221 55 52 54 
98 222 55 52 53 
124 222 53 55 52 
151 222 51 62 51 
154 221 51 69 49 
141 221 55 79 48 
156 221 55 87 48 
183 221 48 96 49 
154 223 44 99 54 
83 224 53 98 60 
74 227 64 91 67 
98 230 69 85 72 
125 234 69 80 75 
74 238 67 76 78 
124 244 67 75 77 
93 250 69 77 72 
100 254 69 78 65 
93 255 69 79 62 
164 255 60 80 60 
134 255 51 81 62 
18 255 46 77 68 
69 255 44 73 74 
78 255 44 69 80 
144 255 41 68 86 
69 255 37 70 94 
62 255 30 77 100 
74 255 25 84 107 
64 255 27 90 114 
62 255 44 91 119 
37 255 60 92 121 
69 255 76 87 120 
59 255 85 84 118 
51 255 88 82 116 
71 255 83 86 112 
85 255 78 90 108 
69 255 78 90 109 
47 255 76 88 110 
59 255 76 86 110 
64 255 71 87 109 
79 255 67 88 105 
61 253 67 83 107 
59 250 69 82 108 
76 245 64 86 103 
90 239 57 90 99 
79 234 55 93 93 
88 231 55 99 99 
85 229 57 98 105 
120 231 55 93 103 
120 235 53 85 99 
108 242 48 78 94 
129 250 46 71 90 
27 252 44 63 86 
125 252 44 58 84 
74 254 53 55 78 
61 255 60 54 74 
79 255 67 56 67 
44 254 67 58 63 
66 251 64 58 61 
56 246 53 57 61 
98 240 44 62 60 
69 234 34 65 60 
44 230 30 66 59 
66 227 27 64 60 
64 226 27 62 61 
45 226 27 59 62 
45 229 30 59 63 
59 233 32 57 65 
156 237 37 54 67 
192 243 37 54 68 
156 249 39 54 69 
95 254 39 54 69 
183 255 41 53 69 
156 255 41 55 70 
154 255 34 56 70 
79 255 27 57 72 
110 255 18 58 72 
119 255 11 58 72 
108 255 9 60 70 
119 255 20 62 68 
137 255 34 61 70 
139 255 53 56 72 
95 255 69 52 75 
85 255 81 53 78 
83 255 81 56 81 
113 255 85 55 84 
164 253 78 56 89 
156 246 71 58 96 
125 234 69 61 107 
95 220 67 65 118 
119 205 71 72 126 
71 192 76 79 130 
51 180 76 87 133 
64 169 74 92 133 
95 159 67 95 134 
79 153 67 95 134 
110 148 78 94 131 
122 142 88 91 125 
176 138 97 89 117 
57 134 108 85 111 
59 131 115 81 105 
90 128 125 77 99 
96 125 134 75 92 
144 122 141 75 85 
90 119 148 75 80 
227 150 27 56 43 
107 151 27 57 46 
95 152 27 59 48 
107 153 27 63 50 
146 154 27 65 51 
119 155 27 66 50 
85 156 32 67 45 
136 157 37 67 41 
108 158 39 69 35 
96 159 39 69 35 
69 161 41 65 39 
119 162 44 61 42 
120 164 46 58 43 
49 166 44 58 43 
192 168 41 58 41 
130 171 39 58 41 
146 176 39 61 41 
91 181 41 63 41 
159 190 44 66 42 
95 199 46 68 41 
93 208 48 68 42 
71 215 51 66 44 
151 218 55 62 48 
209 220 55 57 52 
76 221 57 53 54 
120 222 55 53 53 
136 222 55 57 52 
176 223 53 62 49 
141 223 51 69 48 
176 221 55 76 47 
166 221 55 81 49 
98 221 53 91 49 
93 221 57 92 52 
95 223 62 91 58 
79 225 67 85 64 
119 228 71 80 69 
105 231 69 76 72 
119 234 69 74 73 
122 239 69 74 71 
161 244 71 74 68 
125 250 74 76 65 
64 253 74 78 59 
125 255 62 81 59 
49 255 53 80 61 
110 255 48 77 68 
85 255 46 73 74 
45 255 46 70 81 
110 255 44 69 87 
74 255 39 71 95 
88 255 32 78 103 
61 255 27 85 109 
61 255 32 89 116 
51 255 44 89 121 
61 255 60 90 122 
74 255 74 88 122 
61 255 81 87 118 
61 255 83 87 114 
61 255 83 89 111 
57 255 78 90 108 
85 255 78 91 109 
61 255 76 90 110 
66 255 76 88 110 
37 255 71 88 108 
74 255 69 88 105 
56 255 67 87 105 
66 255 69 85 104 
105 253 64 87 101 
34 250 62 88 99 
64 246 60 90 94 
90 243 60 95 100 
49 241 62 95 105 
88 243 57 90 101 
74 247 57 83 97 
56 251 55 76 92 
79 254 48 70 88 
56 255 46 64 85 
90 255 44 59 82 
120 255 51 56 77 
54 255 57 56 71 
71 254 62 56 67 
34 252 64 57 61 
54 246 62 57 59 
51 239 51 60 56 
64 232 44 63 56 
51 227 37 65 55 
45 223 25 66 56 
61 221 25 64 58 
56 221 27 62 60 
39 222 27 62 60 
66 226 30 59 62 
107 230 32 56 64 
49 236 34 54 66 
136 242 34 53 67 
141 249 37 53 67 
139 254 37 53 68 
149 255 39 54 69 
108 255 39 54 69 
90 255 39 56 69 
102 255 30 57 69 
136 255 23 57 69 
115 255 20 58 68 
129 255 20 60 66 
113 255 25 62 66 
124 255 34 60 66 
190 255 51 57 69 
171 255 67 54 71 
81 255 76 54 74 
110 255 76 56 76 
91 255 83 55 82 
159 255 76 56 86 
161 254 69 59 90 
171 247 67 59 99 
120 236 67 62 109 
96 221 69 70 116 
56 207 71 78 120 
47 192 74 86 124 
59 179 74 92 126 
95 168 74 93 130 
69 160 74 94 131 
107 154 81 95 129 
28 148 90 96 126 
108 143 97 93 119 
93 138 102 90 113 
76 135 108 86 107 
96 131 118 82 102 
134 128 127 79 97 
142 125 134 77 90 
144 121 141 75 85 
214 151 27 58 42 
107 152 25 59 45 
100 153 27 62 48 
105 153 27 63 49 
66 154 25 65 50 
103 155 30 66 49 
120 156 34 66 44 
122 157 39 67 40 
120 158 41 68 35 
100 160 41 67 35 
149 161 46 64 38 
156 163 46 61 42 
171 164 48 59 42 
64 166 46 58 42 
142 168 44 57 39 
79 171 41 59 39 
149 174 41 60 40 
39 180 44 63 41 
69 188 46 64 42 
100 197 48 67 42 
103 205 48 67 43 
100 213 53 64 45 
93 218 55 61 49 
176 219 57 58 52 
122 220 57 55 54 
96 222 57 55 53 
85 223 55 58 51 
136 224 53 63 49 
136 225 55 68 48 
156 223 55 72 48 
193 222 60 76 50 
66 220 60 81 54 
100 220 62 81 58 
93 221 69 79 63 
91 223 74 77 68 
108 225 71 74 69 
120 228 71 72 71 
144 231 71 73 69 
100 234 74 73 66 
124 238 76 73 65 
119 243 78 76 64 
125 249 76 77 62 
117 252 64 78 63 
125 254 55 77 65 
66 255 51 75 72 
146 255 51 73 80 
105 255 51 71 88 
88 255 51 73 95 
79 255 46 78 103 
45 255 41 83 110 
66 255 37 86 116 
66 255 37 88 121 
52 255 46 89 124 
49 255 55 91 123 
74 255 64 92 121 
76 255 71 92 116 
73 255 74 92 111 
91 255 78 93 106 
69 255 76 92 105 
32 255 78 90 108 
64 255 78 90 109 
66 255 76 90 110 
59 255 71 91 108 
83 255 69 91 105 
90 255 67 90 103 
141 255 64 88 101 
86 255 64 87 100 
88 255 67 86 99 
69 254 62 88 96 
85 252 64 91 101 
66 251 67 91 104 
69 252 64 87 100 
61 254 62 80 94 
115 255 60 75 91 
98 255 55 69 87 
159 255 48 64 84 
134 255 46 60 80 
85 255 48 58 75 
66 255 53 56 71 
129 253 57 56 67 
125 249 60 58 61 
115 241 62 60 56 
122 233 57 62 53 
35 225 44 64 52 
66 220 39 66 52 
62 217 34 65 53 
17 215 27 64 57 
51 216 27 62 59 
28 219 32 60 59 
54 223 34 56 59 
134 229 39 54 61 
51 235 41 53 63 
98 242 34 53 66 
119 249 34 53 66 
134 254 37 53 67 
110 255 39 53 69 
103 255 39 54 69 
103 255 39 55 69 
66 255 37 56 68 
74 255 32 57 67 
85 255 30 59 65 
47 255 27 61 64 
100 255 27 62 64 
132 255 37 61 65 
125 255 48 59 66 
113 255 60 57 69 
146 255 71 57 72 
69 255 74 58 74 
98 255 76 60 77 
173 255 74 60 81 
151 255 69 59 86 
45 254 67 59 91 
164 249 67 60 100 
90 238 67 68 106 
56 222 69 75 110 
49 205 69 84 114 
88 189 71 91 116 
86 176 74 95 121 
20 167 81 97 126 
69 160 88 97 127 
119 154 92 98 125 
130 148 97 98 120 
51 143 97 95 114 
68 138 102 92 109 
57 134 108 88 105 
98 131 118 83 101 
146 127 129 78 97 
30 123 136 74 91 
159 152 25 62 42 
79 152 27 61 44 
59 153 27 63 47 
85 154 27 64 48 
98 155 27 65 49 
103 156 32 64 47 
95 157 37 65 43 
115 157 41 65 39 
73 159 44 65 35 
66 160 46 64 35 
69 161 48 62 38 
153 163 51 60 42 
159 164 51 59 42 
127 165 48 59 41 
137 167 44 58 38 
91 170 44 58 38 
159 173 44 61 39 
73 178 46 63 41 
110 185 48 63 42 
105 194 51 66 42 
98 202 51 66 43 
119 210 53 64 46 
156 216 55 61 49 
158 219 57 58 52 
119 220 57 56 54 
81 222 57 56 54 
117 224 57 61 51 
127 226 55 65 48 
90 226 55 68 48 
147 225 57 70 49 
74 222 62 71 52 
74 220 64 71 56 
62 219 69 70 62 
37 220 71 69 67 
100 221 74 68 70 
96 223 71 68 70 
115 225 71 69 68 
64 227 74 72 64 
107 230 76 73 62 
93 234 81 72 63 
95 238 78 73 63 
51 243 74 76 64 
103 247 67 75 66 
105 250 57 73 69 
71 253 53 70 75 
98 254 51 70 84 
115 255 55 72 95 
69 255 55 77 103 
71 255 53 84 109 
54 255 51 88 117 
69 255 46 88 121 
45 255 44 88 126 
56 255 44 89 126 
61 255 51 92 125 
61 255 53 95 119 
54 255 55 97 113 
61 255 62 98 107 
88 255 67 97 103 
59 255 76 92 104 
71 255 81 89 107 
85 255 78 90 108 
91 255 78 91 109 
79 255 74 91 108 
88 255 69 93 105 
69 255 64 93 99 
100 255 64 92 95 
68 255 67 90 97 
52 255 69 86 99 
90 255 67 86 99 
90 255 71 87 102 
88 255 71 87 103 
11 255 69 83 97 
83 255 69 78 93 
44 255 64 73 89 
47 255 60 67 87 
163 255 51 64 83 
158 255 46 61 78 
76 255 44 60 75 
76 255 48 58 70 
100 252 51 57 67 
76 245 53 59 61 
102 237 60 61 54 
93 228 55 63 50 
68 220 46 65 48 
112 215 41 66 49 
108 212 39 65 51 
23 211 34 63 54 
91 213 34 61 55 
115 216 37 60 56 
130 221 41 55 58 
151 227 46 53 59 
117 234 44 52 60 
185 242 41 52 63 
171 249 34 52 66 
159 254 37 53 67 
151 255 39 53 68 
93 255 39 54 69 
93 255 41 55 69 
47 255 46 55 68 
105 255 44 57 65 
91 255 41 59 62 
74 255 37 61 62 
76 255 32 62 63 
119 255 34 62 63 
88 255 44 61 65 
115 255 53 59 66 
158 255 62 60 68 
108 255 69 60 70 
61 255 71 61 73 
93 255 76 61 76 
161 255 67 60 80 
113 255 64 58 82 
170 255 64 57 90 
124 251 64 65 95 
151 237 64 73 100 
139 218 64 82 103 
170 200 69 90 107 
144 186 76 95 113 
98 175 85 98 119 
62 167 95 100 124 
105 159 99 101 124 
78 153 97 101 121 
35 147 92 100 115 
39 142 92 98 111 
137 137 99 93 108 
130 133 108 86 106 
141 128 122 78 103 
137 125 132 73 99 
71 152 25 63 42 
73 153 27 65 44 
83 154 27 65 45 
119 155 27 65 46 
134 155 32 65 46 
83 156 37 63 45 
103 157 41 62 42 
61 158 44 63 39 
144 159 48 62 36 
147 160 51 61 36 
95 161 51 60 38 
81 163 53 60 42 
125 164 53 59 41 
61 165 48 60 40 
134 167 46 59 37 
90 169 44 59 36 
105 172 46 60 39 
161 177 48 61 40 
78 183 51 62 43 
98 191 53 64 43 
110 200 53 65 44 
185 209 55 62 47 
130 215 57 60 50 
98 217 57 58 53 
119 219 57 57 54 
76 221 60 57 54 
113 223 57 62 50 
59 226 55 66 47 
44 226 55 68 46 
142 224 60 68 48 
88 221 62 68 52 
103 219 67 65 58 
105 218 74 62 64 
119 218 74 61 67 
88 219 74 61 69 
90 221 71 63 68 
105 222 69 66 64 
125 224 74 69 58 
108 227 78 72 55 
88 231 83 73 56 
122 234 81 74 58 
120 238 74 74 60 
61 241 67 72 66 
39 244 57 68 69 
44 247 53 66 76 
51 253 55 67 87 
88 255 57 72 99 
51 255 60 80 108 
45 255 60 89 115 
57 255 57 90 123 
64 255 53 89 127 
61 255 46 88 128 
64 255 44 88 127 
64 255 41 92 124 
61 255 41 97 117 
64 255 44 102 109 
64 255 48 104 102 
59 255 60 97 101 
45 255 74 92 102 
66 255 81 90 105 
74 255 81 90 106 
66 255 81 91 107 
91 255 74 92 108 
71 255 69 95 104 
51 255 64 98 95 
71 255 67 96 90 
96 255 67 90 94 
47 255 71 85 98 
79 255 74 83 101 
59 255 76 82 104 
61 255 76 82 101 
45 255 76 79 96 
105 255 76 75 91 
35 255 71 71 88 
120 255 64 66 86 
115 255 53 64 83 
17 255 48 63 78 
130 255 44 61 74 
76 255 41 59 72 
88 252 46 58 67 
56 243 48 59 62 
91 234 51 62 56 
45 225 55 65 48 
62 218 53 66 45 
156 212 46 68 46 
44 209 41 66 50 
56 208 37 64 52 
86 210 39 62 54 
44 214 41 58 55 
119 220 48 55 56 
110 227 51 51 58 
110 234 48 51 58 
151 242 44 52 60 
136 249 37 52 65 
159 254 34 52 67 
136 255 37 53 68 
88 255 39 54 70 
59 255 46 54 69 
85 255 53 55 67 
105 255 53 56 62 
95 255 51 59 59 
102 255 44 61 60 
90 255 37 62 61 
69 255 34 63 62 
115 255 34 64 63 
115 255 46 62 63 
166 255 57 63 66 
130 255 67 63 68 
74 255 67 62 70 
45 255 69 62 72 
117 255 71 61 74 
130 255 64 58 74 
119 255 67 55 81 
130 254 62 63 85 
110 248 62 70 90 
74 229 62 79 93 
149 209 69 88 98 
120 194 78 95 104 
130 183 90 102 112 
49 174 104 103 121 
81 165 106 104 123 
81 158 97 105 122 
51 152 95 105 116 
52 146 88 104 112 
69 141 90 99 111 
95 136 102 89 111 
130 131 115 79 109 
39 127 125 70 104 
96 153 25 66 42 
119 154 27 66 44 
83 154 30 66 45 
59 155 30 66 45 
95 156 34 65 45 
59 156 39 63 43 
108 157 44 61 41 
175 158 46 59 38 
209 159 53 59 36 
166 160 53 57 38 
139 161 53 59 39 
130 163 55 59 41 
54 164 53 59 41 
144 165 51 60 38 
110 167 48 59 37 
130 169 48 59 36 
115 172 48 59 38 
93 175 51 60 40 
130 181 53 61 42 
166 189 55 63 43 
161 198 53 63 44 
134 207 55 61 48 
88 213 57 59 51 
100 216 57 58 53 
79 217 57 59 54 
119 219 60 57 55 
105 221 57 63 49 
86 224 55 66 47 
125 225 57 69 46 
102 223 60 68 47 
79 220 62 65 52 
113 218 69 61 57 
83 217 74 57 63 
125 217 78 56 67 
81 217 74 56 69 
71 218 69 60 66 
85 220 71 63 61 
74 222 76 67 55 
90 225 81 71 51 
136 228 83 72 53 
105 231 83 72 56 
110 234 74 72 59 
59 235 67 72 63 
95 238 60 66 70 
93 242 55 64 76 
45 248 57 65 89 
47 254 60 71 100 
61 255 64 79 109 
51 255 64 86 119 
51 255 62 90 125 
34 255 60 89 128 
25 255 48 88 129 
40 255 46 88 128 
49 255 44 92 123 
59 255 37 99 117 
59 255 37 105 109 
66 255 41 108 97 
66 255 57 98 100 
90 255 74 91 102 
79 255 85 89 104 
54 255 83 90 106 
39 255 83 91 106 
61 255 74 91 108 
74 255 69 95 104 
56 255 64 102 91 
78 255 67 103 84 
47 255 69 91 92 
59 255 74 85 99 
78 255 76 80 103 
52 255 78 78 106 
61 255 78 79 101 
110 255 78 76 94 
69 255 78 73 90 
49 255 83 69 87 
141 255 67 67 85 
134 255 53 64 83 
25 255 48 62 78 
120 255 44 61 75 
45 255 41 60 72 
51 252 39 59 69 
90 242 46 59 63 
153 232 48 62 55 
95 223 53 67 47 
34 216 51 70 43 
88 211 51 68 45 
0 208 44 67 49 
79 208 39 64 52 
95 210 44 61 54 
105 214 46 59 54 
151 220 53 55 55 
105 227 57 52 56 
64 234 53 51 58 
69 242 44 52 60 
25 249 39 52 64 
83 254 34 53 67 
141 255 34 53 68 
112 255 39 54 70 
40 255 48 53 69 
100 255 57 53 65 
68 255 62 56 60 
74 255 55 59 57 
98 255 48 61 57 
93 255 39 63 59 
71 255 34 63 61 
98 255 34 64 62 
85 255 44 64 61 
100 255 55 65 63 
105 255 62 64 65 
125 255 64 64 67 
61 255 67 63 69 
98 255 67 61 69 
124 255 67 58 67 
86 255 62 58 70 
141 255 60 62 76 
164 251 57 69 81 
117 236 57 77 84 
86 216 64 86 90 
23 200 81 96 97 
93 188 95 101 108 
57 179 106 105 117 
56 170 111 106 121 
69 163 97 108 121 
81 156 90 110 116 
61 150 83 111 112 
130 144 85 104 114 
95 138 97 92 116 
64 133 111 79 115 
69 129 122 69 111 
79 154 25 67 42 
79 154 27 67 44 
95 155 30 66 45 
93 156 30 65 44 
125 156 32 64 45 
130 157 41 63 43 
209 158 46 59 41 
232 159 51 58 38 
142 159 53 57 37 
125 160 55 55 38 
0 162 57 56 39 
79 163 57 58 41 
132 164 55 59 40 
151 165 53 60 38 
95 167 51 60 36 
115 168 48 59 36 
88 171 51 59 37 
129 174 53 60 40 
96 180 55 61 42 
163 187 57 62 44 
100 196 55 61 47 
134 204 55 59 48 
93 210 57 57 53 
105 213 57 57 54 
103 214 57 58 54 
141 216 60 60 53 
124 219 57 62 50 
69 222 57 65 48 
96 223 57 66 46 
132 221 60 66 47 
79 219 67 64 52 
110 217 69 60 57 
98 215 76 56 61 
110 215 78 54 65 
125 216 76 55 66 
78 216 74 58 64 
79 217 74 61 59 
51 219 78 64 54 
93 222 78 67 51 
136 225 78 70 51 
98 228 83 71 54 
98 230 76 72 58 
66 232 67 71 62 
69 235 60 66 67 
79 239 55 65 76 
54 245 57 65 88 
71 251 62 70 100 
66 255 67 76 111 
35 255 69 82 121 
45 255 67 86 126 
59 255 60 88 128 
30 255 48 89 130 
69 255 48 89 129 
51 255 44 93 124 
85 255 37 97 118 
49 255 37 102 109 
51 255 44 104 101 
85 255 57 97 100 
64 255 74 91 102 
64 255 83 89 103 
93 255 83 90 105 
76 255 83 90 106 
59 255 76 92 107 
30 255 71 94 103 
54 255 64 104 89 
64 255 62 102 85 
51 255 71 92 91 
90 255 74 84 99 
56 255 78 79 105 
35 255 78 76 106 
59 255 81 78 100 
88 255 81 75 93 
71 255 85 72 88 
93 255 83 70 86 
100 255 69 67 84 
100 255 60 65 82 
79 255 48 64 78 
119 255 46 62 76 
54 255 44 61 73 
30 252 39 60 70 
83 242 46 60 64 
79 231 51 63 56 
204 221 51 69 46 
219 215 51 73 42 
170 211 53 69 44 
188 208 48 67 49 
115 208 44 65 52 
45 211 46 62 53 
100 214 48 60 54 
153 220 57 56 54 
129 227 57 54 56 
132 234 55 53 57 
110 242 46 53 59 
95 249 39 53 63 
122 254 37 53 66 
130 255 34 53 69 
147 255 41 54 69 
30 255 51 53 69 
74 255 60 54 64 
88 255 57 57 59 
57 255 55 61 55 
83 255 51 61 55 
83 255 44 61 57 
85 255 32 62 60 
136 255 32 64 61 
119 255 44 65 60 
113 255 55 65 61 
110 255 62 65 62 
86 255 62 66 63 
74 255 60 66 62 
110 255 62 61 63 
124 255 62 60 63 
79 255 62 60 65 
98 255 60 64 71 
107 253 55 69 75 
95 242 62 76 78 
197 221 64 84 85 
134 204 81 92 93 
166 192 97 99 104 
98 182 108 103 114 
83 173 106 109 120 
69 166 102 112 119 
85 159 88 115 115 
52 152 83 114 111 
57 146 85 106 114 
66 140 92 93 118 
64 135 106 79 118 
71 130 120 68 113 
74 154 25 67 42 
54 155 27 65 44 
95 155 30 65 44 
85 156 32 65 44 
125 157 32 63 44 
79 158 44 61 42 
110 158 51 59 40 
134 159 53 57 38 
185 160 55 55 37 
127 161 55 54 37 
42 162 55 55 39 
141 163 57 57 41 
170 164 57 58 40 
69 165 53 60 37 
115 167 51 60 35 
161 168 51 59 35 
113 171 53 59 37 
136 174 55 60 39 
144 179 55 61 41 
115 185 57 62 44 
95 192 60 58 48 
144 200 60 56 50 
113 207 60 55 53 
151 210 60 56 55 
96 212 60 58 54 
100 214 60 58 55 
108 217 60 61 53 
183 220 60 63 50 
69 221 60 65 48 
54 220 62 64 48 
102 218 67 62 51 
66 217 71 60 55 
112 215 76 57 60 
120 214 81 53 63 
119 214 78 53 63 
105 214 78 53 63 
120 214 76 57 59 
124 216 81 61 55 
76 219 81 65 52 
122 222 81 68 52 
124 225 81 70 52 
59 227 74 71 56 
69 229 64 71 59 
74 232 60 67 65 
56 236 55 65 74 
68 242 57 66 86 
51 249 62 69 99 
61 254 67 73 111 
25 255 71 78 121 
74 255 69 82 128 
68 255 64 85 130 
44 255 57 88 129 
54 255 48 90 129 
17 255 46 94 124 
56 255 41 97 118 
61 255 44 99 110 
51 255 51 100 103 
59 255 60 96 101 
64 255 71 91 102 
54 255 78 90 103 
61 255 83 89 104 
98 255 81 90 105 
49 255 78 91 105 
85 255 74 93 103 
81 255 69 100 91 
69 255 69 98 88 
86 255 74 90 93 
69 255 76 83 101 
78 255 78 78 107 
68 255 81 75 106 
28 255 81 76 98 
95 255 83 75 90 
57 255 85 73 86 
108 255 81 72 83 
57 255 69 70 82 
115 255 57 70 81 
51 255 46 69 78 
124 255 44 68 75 
144 255 44 65 74 
93 252 41 62 73 
28 243 48 60 68 
120 231 48 64 59 
180 221 51 71 47 
185 214 51 74 42 
163 211 55 69 45 
183 209 51 66 49 
115 209 51 64 51 
134 211 51 62 53 
175 214 55 60 52 
146 220 57 58 53 
136 227 57 56 55 
170 234 57 54 57 
142 242 51 53 59 
146 250 44 53 62 
161 254 39 53 65 
159 255 39 53 67 
105 255 44 54 67 
115 255 53 52 67 
124 255 57 55 61 
61 255 55 60 57 
85 255 53 63 54 
59 255 53 61 54 
64 255 46 62 55 
176 255 44 62 58 
185 255 44 64 59 
107 255 48 65 60 
115 255 53 65 60 
59 255 62 65 61 
69 255 60 65 61 
71 255 60 64 59 
103 255 57 63 58 
146 255 60 62 60 
100 255 62 63 62 
30 255 55 66 67 
183 254 55 71 72 
180 246 62 76 77 
85 225 69 83 84 
64 206 83 90 92 
110 193 95 98 103 
96 184 106 106 111 
79 175 106 111 117 
39 167 99 115 116 
69 160 88 117 113 
59 154 81 116 112 
66 148 83 106 115 
66 142 95 94 118 
69 136 108 81 117 
56 132 122 69 113 
74 155 25 66 42 
73 155 34 65 44 
115 156 30 64 45 
103 157 32 63 44 
93 157 44 63 42 
129 158 48 60 41 
141 159 53 58 40 
190 160 53 56 37 
173 160 53 54 36 
255 161 55 53 37 
161 162 55 53 39 
105 163 57 54 39 
139 164 57 56 39 
98 165 57 57 38 
130 167 53 59 36 
183 168 55 59 36 
136 171 55 60 37 
171 174 57 60 39 
66 177 60 61 42 
79 183 60 61 44 
95 189 62 56 50 
71 196 60 53 52 
98 203 62 52 55 
144 207 62 53 57 
102 210 62 54 57 
130 212 64 56 56 
86 215 62 59 54 
163 217 60 61 52 
93 219 62 62 51 
98 219 64 63 51 
40 218 67 63 51 
103 216 71 60 54 
79 214 76 57 56 
105 213 81 53 61 
103 212 81 52 60 
85 212 81 52 60 
54 212 81 54 58 
146 214 83 57 55 
105 217 83 61 53 
129 220 81 66 52 
71 222 78 70 51 
64 225 74 71 55 
79 227 64 72 58 
42 230 57 68 63 
51 233 55 66 72 
73 239 57 66 85 
49 246 64 68 99 
64 253 67 70 111 
44 255 71 74 122 
45 255 71 78 128 
47 255 67 83 131 
34 255 57 87 130 
68 255 51 91 129 
51 255 46 94 126 
71 255 48 95 119 
40 255 51 96 111 
73 255 55 98 104 
61 255 67 94 101 
64 255 69 90 103 
51 255 74 90 103 
56 255 78 90 104 
51 255 81 90 104 
73 255 81 91 104 
40 255 78 90 102 
71 255 74 92 95 
40 255 71 90 95 
45 255 76 84 98 
57 255 76 79 104 
71 255 78 76 108 
49 255 81 73 104 
45 255 83 74 95 
90 255 83 75 85 
8 255 81 76 81 
93 255 76 75 80 
81 255 67 75 80 
113 255 57 75 79 
105 255 48 74 79 
95 255 46 72 79 
105 255 46 69 79 
139 253 44 65 79 
170 243 51 63 73 
166 231 51 65 63 
144 221 51 70 52 
134 214 55 73 45 
125 211 57 69 46 
134 209 53 66 50 
153 209 55 64 51 
171 212 55 62 52 
141 215 57 61 52 
88 220 60 60 53 
81 227 57 58 54 
95 234 62 54 56 
139 242 53 54 58 
168 250 46 53 60 
110 255 44 53 64 
105 255 46 53 65 
49 255 48 53 65 
56 255 53 54 63 
139 255 55 58 57 
51 255 53 64 54 
95 255 51 66 51 
141 255 51 65 51 
129 255 51 63 53 
176 255 48 62 56 
107 255 46 63 56 
68 255 51 64 57 
93 255 55 64 57 
52 255 62 63 58 
71 255 60 64 59 
74 255 60 63 58 
85 255 57 63 56 
76 255 60 65 56 
127 255 53 66 60 
27 255 51 69 65 
93 255 53 73 69 
134 249 60 76 76 
98 229 71 79 85 
151 209 83 89 92 
120 194 92 98 101 
34 186 104 106 109 
69 177 102 113 115 
85 169 95 117 114 
64 162 81 119 113 
32 155 85 113 112 
61 149 92 104 113 
62 143 99 94 113 
91 138 113 83 113 
95 133 122 73 109 
44 156 25 66 42 
108 156 34 63 44 
93 157 41 62 43 
64 157 46 61 42 
76 158 51 60 42 
69 159 53 59 41 
32 159 53 56 39 
95 160 53 54 38 
81 161 53 53 36 
83 162 53 51 36 
95 163 55 51 38 
93 164 57 52 39 
93 165 60 52 40 
132 166 57 55 38 
120 167 57 57 38 
183 168 57 59 36 
129 171 60 60 37 
105 173 60 60 40 
85 176 62 62 43 
56 181 62 57 48 
144 187 64 54 52 
79 193 64 51 54 
69 198 64 50 57 
144 204 64 50 59 
62 208 64 52 59 
85 210 64 54 58 
108 213 64 56 56 
86 215 64 58 54 
90 217 64 60 53 
151 218 64 63 52 
95 217 67 62 51 
71 215 69 62 51 
108 213 74 58 54 
108 211 78 56 56 
105 210 81 53 58 
125 210 81 52 58 
119 210 83 50 58 
119 212 85 54 57 
69 215 83 59 55 
125 218 81 63 53 
79 220 83 68 51 
59 223 71 70 54 
71 225 64 71 56 
61 228 57 69 62 
85 232 55 67 70 
120 237 57 66 84 
45 243 62 66 98 
66 251 69 67 111 
56 255 71 69 121 
66 255 69 73 128 
66 255 64 79 129 
71 255 60 86 130 
51 255 53 91 129 
39 255 55 94 125 
79 255 57 93 119 
49 255 57 94 112 
45 255 60 94 106 
34 255 67 93 102 
59 255 69 90 102 
44 255 69 90 103 
39 255 74 91 103 
56 255 78 90 103 
66 255 81 90 102 
64 255 83 87 102 
98 255 81 82 101 
61 255 74 80 101 
59 255 74 78 105 
51 255 74 75 108 
56 255 78 74 109 
85 255 83 73 103 
59 255 85 73 93 
81 255 85 74 83 
42 255 81 77 76 
81 255 71 79 75 
95 255 62 81 75 
100 255 55 81 78 
95 255 51 80 80 
85 255 46 77 81 
108 255 48 72 83 
95 253 48 68 83 
51 245 51 67 79 
139 232 48 66 66 
141 221 51 67 57 
113 214 51 69 52 
125 211 60 68 49 
137 210 55 66 50 
125 210 60 62 51 
85 212 60 61 52 
146 215 60 60 53 
142 221 60 59 53 
105 227 60 58 55 
88 234 60 56 56 
107 242 53 54 58 
159 250 51 54 60 
98 255 48 54 60 
90 255 51 54 61 
